ANNO_ACCADEMICO;COD_ISTITUTO;TIPO_ISTITUTO;NOME_ISTITUTO;COMUNE_SEDE;CODICE_GETTITO;DESCRIZIONE_GETTITO;IMPORTO_CORSI_PREACCADEMICI;IMPORTO_CORSI_SUP_VO;IMPORTO_CORSI_ACCADEMICI_NO;IMPORTO_CORSI_ACCADEMICI_NO_POST
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;01a;Tasse e contributi per iscrizione e frequenza;0;17400;266044;0
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;02a;Tasse per esami di ammissione ed esami finali;0;0;1250;0
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;1074;0
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;089701089017;Accademie Legalmente Riconosciute;Accademia di Belle Arti Rosario Gagliardi di SIRACUSA;SIRACUSA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;01a;Tasse e contributi per iscrizione e frequenza;0;0;5194264;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;02a;Tasse per esami di ammissione ed esami finali;0;0;42865;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;81900;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;04 ;Diritti di segreteria;0;0;105331;0
2024-2025;001803001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto di Arte Applicata e Design (IAAD) di TORINO;TORINO;05 ;Altro da studenti non costituenti gettito;0;0;1984;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;01a;Tasse e contributi per iscrizione e frequenza;0;0;746900;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;14140;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;003803003106;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Scuola del Teatro Musicale di NOVARA;NOVARA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;10574442;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;96863;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;133140;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015806058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di ROMA;ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;01a;Tasse e contributi per iscrizione e frequenza;0;19722;9319174;19722
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;02a;Tasse per esami di ammissione ed esami finali;0;0;33989;0
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;03a;Tassa regionale per il DSU versata all'Istituto;0;980;105560;980
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015807001272;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di TORINO;TORINO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;01a;Tasse e contributi per iscrizione e frequenza;0;0;1292483;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;02a;Tasse per esami di ammissione ed esami finali;0;0;16684;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;03a;Tassa regionale per il DSU versata all'Istituto;0;0;21420;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015808092009;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di CAGLIARI;CAGLIARI;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;1392508,69;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;39326;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;74200;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015809015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Milano Civica Scuola di Musica di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;308315;33663666;308315
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;320;272694;320
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;383180;0
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015810015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;11561571;38766547;11561571
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015811015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;1877867;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;81525;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;33600;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;04 ;Diritti di segreteria;0;0;60500;0
2024-2025;015812015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Mussida Music Publishing di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;964;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;3814981;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015813015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);SAE Italia International Technology College di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;362003,8;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;75780;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;14700;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015814015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Civica Scuola di Teatro Paolo Grassi di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;0;0;4911630;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;32090;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;57960;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015814048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Europeo del Design (IED) - sede di FIRENZE;FIRENZE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;506745;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;5246,08;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;10220;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015815015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Fondazione Accademia d’Arti e Mestieri dello spettacolo Teatro alla Scala di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;01a;Tasse e contributi per iscrizione e frequenza;0;1196175;4118900;1196175
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015816048017;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Marangoni di FIRENZE (sede decentrata dell'Istituto Marangoni MILANO);FIRENZE;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;4955177;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;35602;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015817015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;451475;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;5740;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015818015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Raffles di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;5473;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;01a;Tasse e contributi per iscrizione e frequenza;0;0;813164;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;12600;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015819015146;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Istituto Secoli di MILANO;MILANO;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;01a;Tasse e contributi per iscrizione e frequenza;0;0;993576;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;02a;Tasse per esami di ammissione ed esami finali;0;0;0;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;04 ;Diritti di segreteria;0;0;0;0
2024-2025;015820058091;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);ADLM s.r.l. a socio unico - Accademia del Lusso di ROMA  (sede decentrata dell'Accademia del Lusso di MILANO);ROMA;05 ;Altro da studenti non costituenti gettito;0;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;01a;Tasse e contributi per iscrizione e frequenza;0;0;271554;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;02a;Tasse per esami di ammissione ed esami finali;0;0;2880;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;03a;Tassa regionale per il DSU versata all'Istituto;0;0;0;0
2024-2025;022803022205;Istituzioni autorizzate a rilasciare titoli AFAM (art.11 DPR 8.7.2005, n.212);Trentino Art Academy di TRENTO;TRENTO;03b;Tassa regionale per il DSU versata all'ente regionale per il DSU o alla Regione;0;0;0;0
