DATA;COD_Ateneo;NOME_ATENEO;CODICE_STRUTTURA;DESCRIZIONE_STRUTTURA;NUMERO_STRUTTURE;POSTI_DISPONIBILI
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;01 ;Mense;0;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;166
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;166
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06308;Napoli - Scuola Superiore Meridionale;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06501;Salerno - Università degli studi;01 ;Mense;0;0
01/11/2024;06501;Salerno - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06501;Salerno - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06501;Salerno - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06501;Salerno - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06501;Salerno - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06501;Salerno - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;88
01/11/2024;06501;Salerno - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;88
01/11/2024;06501;Salerno - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06501;Salerno - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06501;Salerno - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06601;L'Aquila - Università degli studi;01 ;Mense;0;0
01/11/2024;06601;L'Aquila - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06601;L'Aquila - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06601;L'Aquila - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06601;L'Aquila - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06601;L'Aquila - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06601;L'Aquila - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;06601;L'Aquila - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;06601;L'Aquila - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06601;L'Aquila - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06601;L'Aquila - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;01 ;Mense;0;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;28
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;28
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06603;L'Aquila - Gran Sasso Science Institute;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06701;Teramo - Università degli studi;01 ;Mense;2;110
01/11/2024;06701;Teramo - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06701;Teramo - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06701;Teramo - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06701;Teramo - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06701;Teramo - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06701;Teramo - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);1;60
01/11/2024;06701;Teramo - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;60
01/11/2024;06701;Teramo - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06701;Teramo - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06701;Teramo - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;01 ;Mense;0;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06901;Chieti e Pescara - Università degli studi Gabriele D'Annunzio;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";01 ;Mense;0;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;06902;"Torrevecchia Teatina (CH) - Università telematica ""Leonardo da Vinci""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;01 ;Mense;0;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;02 ;Residenze direttamente gestite dall'istituto (*);3;158
01/11/2024;07001;Campobasso - Università degli studi del Molise;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;156
01/11/2024;07001;Campobasso - Università degli studi del Molise;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;2
01/11/2024;07001;Campobasso - Università degli studi del Molise;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07001;Campobasso - Università degli studi del Molise;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07101;Foggia - Università degli studi;01 ;Mense;0;0
01/11/2024;07101;Foggia - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;07101;Foggia - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;07101;Foggia - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07101;Foggia - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07101;Foggia - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07101;Foggia - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07101;Foggia - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07101;Foggia - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07101;Foggia - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07101;Foggia - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07201;Bari - Università degli studi;01 ;Mense;0;0
01/11/2024;07201;Bari - Università degli studi;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;07201;Bari - Università degli studi;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;07201;Bari - Università degli studi;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07201;Bari - Università degli studi;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07201;Bari - Università degli studi;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07201;Bari - Università degli studi;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07201;Bari - Università degli studi;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07201;Bari - Università degli studi;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07201;Bari - Università degli studi;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07201;Bari - Università degli studi;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07202;Bari - Politecnico;01 ;Mense;0;0
01/11/2024;07202;Bari - Politecnico;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;07202;Bari - Politecnico;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;07202;Bari - Politecnico;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07202;Bari - Politecnico;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07202;Bari - Politecnico;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07202;Bari - Politecnico;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07202;Bari - Politecnico;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07202;Bari - Politecnico;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07202;Bari - Politecnico;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07202;Bari - Politecnico;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";01 ;Mense;0;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07203;"Casamassima - Libera Università Mediterranea ""Giuseppe Degennaro""";03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07501;Lecce - Università del Salento;01 ;Mense;0;0
01/11/2024;07501;Lecce - Università del Salento;02 ;Residenze direttamente gestite dall'istituto (*);3;169
01/11/2024;07501;Lecce - Università del Salento;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;139
01/11/2024;07501;Lecce - Università del Salento;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;2
01/11/2024;07501;Lecce - Università del Salento;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07501;Lecce - Università del Salento;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07501;Lecce - Università del Salento;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07501;Lecce - Università del Salento;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07501;Lecce - Università del Salento;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07501;Lecce - Università del Salento;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07501;Lecce - Università del Salento;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;01 ;Mense;0;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;02 ;Residenze direttamente gestite dall'istituto (*);0;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;03c;(**) Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR - convenzione (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07601;Potenza - Università degli studi della Basilicata;03d;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti CREATI CON FONDI PNRR (convenzione - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;01 ;Mense;0;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;02 ;Residenze direttamente gestite dall'istituto (*);1;30
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;02a;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti dell'ateneo;;30
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;02b;Residenze direttamente gestite dall'istituto - di cui posti assegnati a studenti in mobilità;;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;02c;(*) Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR - gestione diretta (nell'ultimo anno, ossia tra 1/11/(t-1) e 1/11/t);0;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;02d;Residenze direttamente gestite dall'istituto - di cui posti CREATI CON FONDI PNRR (gestione diretta - PNRR) - di cui assegnati a studenti dell'ateneo;;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;03 ;Residenze in strutture convenzionate o affidate in gestione a terzi (**);0;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;03a;Residenze in strutture convenzionate o affidate in gestione a terzi - di cui posti assegnati a studenti dell'ateneo (in convenzione o a terzi);;0
01/11/2024;07801;Arcavacata di Rende - Università della Calabria;03b;Residenze in strutture convenzionate o affidate in gestione a terzi- di cui posti assegnati a studenti in mobilità (in convenzione o a terzi);;0
